,market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
3392,102,12155000.0,148,144,1,2009.0,2011.0,2011,2.0,2.0,0.0,0
3399,309,200000.0,107,476,1,2004.0,2010.0,2010,6.0,6.0,0.0,0
3411,94,18664050.0,11,38,1,1996.0,2011.0,2011,15.0,15.0,0.0,1
3425,309,20000000.0,131,580,1,2003.0,2006.0,2006,3.0,3.0,0.0,1
3447,301,25000000.0,131,468,2,1996.0,1996.0,1999,0.0,3.0,3.0,1
3481,269,28000.0,131,569,1,2013.0,2013.0,2013,0.0,0.0,0.0,1
3485,226,20000000.0,59,620,1,1985.0,2009.0,2009,24.0,24.0,0.0,1
3500,79,21400000.0,38,177,4,0.0,2006.0,2014,0.0,0.0,8.0,1
3502,148,5700000.0,32,648,1,2007.0,2012.0,2012,5.0,5.0,0.0,1
3514,8,53000000.0,131,565,4,2005.0,2005.0,2010,0.0,5.0,5.0,1
3519,1,340419.0,159,670,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
3521,146,50000000.0,131,624,1,2003.0,2007.0,2007,4.0,4.0,0.0,1
3526,309,0.0,131,569,1,1996.0,2009.0,2009,13.0,13.0,0.0,1
3529,259,1900000.0,131,569,2,2008.0,2011.0,2012,3.0,4.0,1.0,1
3531,214,0.0,104,449,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
3535,47,0.0,13,24,1,2007.0,2013.0,2013,6.0,6.0,0.0,1
3568,309,4000000.0,131,580,1,2003.0,2007.0,2007,4.0,4.0,0.0,0
3571,29,43500000.0,123,522,4,1863.0,2001.0,2008,138.0,145.0,7.0,1
3572,146,37673932.0,131,398,6,2006.0,2009.0,2013,3.0,7.0,4.0,1
3577,210,200000.0,17,453,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
3587,1,300000.0,104,449,1,2011.0,2013.0,2013,2.0,2.0,0.0,0
3596,16,50000.0,140,593,1,2009.0,2011.0,2011,2.0,2.0,0.0,0
3600,363,39700000.0,17,560,1,1987.0,2009.0,2009,22.0,22.0,0.0,0
3609,321,0.0,11,38,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
3622,137,22900000.0,131,569,1,0.0,2001.0,2001,0.0,0.0,0.0,1
3642,363,22200000.0,131,580,1,2000.0,2006.0,2006,6.0,6.0,0.0,0
3644,145,30000000.0,93,506,1,0.0,2009.0,2009,0.0,0.0,0.0,1
3646,210,13000000.0,131,101,3,2000.0,2006.0,2009,6.0,9.0,3.0,1
3648,309,2500000.0,131,569,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
3651,109,0.0,140,319,1,2007.0,2007.0,2007,0.0,0.0,0.0,1
3655,309,5000000.0,140,593,1,2000.0,2005.0,2005,5.0,5.0,0.0,1
3667,309,0.0,105,283,1,0.0,2009.0,2009,0.0,0.0,0.0,0
3675,280,25200000.0,131,573,4,2005.0,2006.0,2010,1.0,5.0,4.0,1
3680,145,18000000.0,131,580,2,1999.0,2006.0,2006,7.0,7.0,0.0,0
3692,227,5500000.0,120,512,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
3695,17,400000.0,131,569,2,2007.0,2007.0,2007,0.0,0.0,0.0,1
3723,181,250000.0,17,99,1,2006.0,2007.0,2007,1.0,1.0,0.0,1
3729,102,4500000.0,79,653,2,2008.0,2005.0,2007,-3.0,-1.0,2.0,1
3745,218,30426151.0,131,486,4,1999.0,2007.0,2011,8.0,12.0,4.0,1
3757,34,90000.0,85,248,2,2007.0,2008.0,2009,1.0,2.0,1.0,0
3798,137,7660000.0,131,94,2,2008.0,2009.0,2010,1.0,2.0,1.0,0
3809,310,123300000.0,131,432,4,0.0,2007.0,2009,0.0,0.0,2.0,0
3813,63,3500000.0,36,300,1,1993.0,2005.0,2005,12.0,12.0,0.0,1
3823,8,5000000.0,79,362,1,2005.0,2006.0,2006,1.0,1.0,0.0,0
3860,283,0.0,6,299,1,2008.0,2011.0,2011,3.0,3.0,0.0,0
3863,79,0.0,79,113,1,0.0,2014.0,2014,0.0,0.0,0.0,1
3880,79,875000.0,79,583,2,2010.0,2012.0,2013,2.0,3.0,1.0,0
3885,309,6000000.0,2,192,1,2001.0,2006.0,2006,5.0,5.0,0.0,1
3889,309,24300000.0,88,438,7,2007.0,2007.0,2011,0.0,4.0,4.0,0
3895,289,9000000.0,36,500,1,2004.0,2006.0,2006,2.0,2.0,0.0,0
3900,47,104000000.0,23,365,1,0.0,2008.0,2008,0.0,0.0,0.0,0
3902,210,17000000.0,137,567,2,2004.0,2008.0,2010,4.0,6.0,2.0,1
3925,102,7500000.0,131,531,2,2006.0,2006.0,2011,0.0,5.0,5.0,1
3926,29,30000000.0,6,10,1,1988.0,2012.0,2012,24.0,24.0,0.0,1
3927,8,960000.0,135,561,2,2011.0,2013.0,2014,2.0,3.0,1.0,0
3939,29,15008402.0,17,701,2,2010.0,2010.0,2011,0.0,1.0,1.0,0
3952,145,9500000.0,131,432,2,2005.0,2007.0,2010,2.0,5.0,3.0,0
3955,115,28000000.0,17,666,3,2004.0,2006.0,2009,2.0,5.0,3.0,1
3960,286,5000000.0,131,580,1,2006.0,2008.0,2008,2.0,2.0,0.0,1
3965,198,1000000.0,17,169,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
3975,210,6250000.0,131,570,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
3980,309,252000000.0,17,132,2,2005.0,2005.0,2009,0.0,4.0,4.0,1
3987,74,19044025.0,104,449,4,2007.0,2007.0,2013,0.0,6.0,6.0,1
3989,9,1800000.0,131,486,1,2011.0,2013.0,2013,2.0,2.0,0.0,1
3990,115,1000000.0,13,43,1,0.0,2009.0,2009,0.0,0.0,0.0,1
3991,29,69900000.0,116,493,4,2005.0,2005.0,2009,0.0,4.0,4.0,1
3996,29,72300000.0,131,432,2,2003.0,2005.0,2006,2.0,3.0,1.0,1
3999,327,750000.0,131,580,1,2005.0,2007.0,2007,2.0,2.0,0.0,0
4000,115,750000.0,131,101,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
4002,29,31500000.0,17,666,3,2006.0,2009.0,2012,3.0,6.0,3.0,1
4010,282,2500000.0,91,405,1,2001.0,2011.0,2011,10.0,10.0,0.0,1
4019,29,2608000.0,140,593,4,2008.0,2009.0,2014,1.0,6.0,5.0,0
4034,210,0.0,131,624,1,2007.0,2007.0,2007,0.0,0.0,0.0,1
4050,1,20000000.0,104,449,1,2005.0,2009.0,2009,4.0,4.0,0.0,1
4051,79,1500000.0,131,486,1,0.0,2006.0,2006,0.0,0.0,0.0,1
4063,8,5250000.0,131,569,2,2009.0,2010.0,2011,1.0,2.0,1.0,1
4069,137,3500000.0,79,362,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
4071,309,59700.0,76,344,4,2010.0,2010.0,2011,0.0,1.0,1.0,1
4078,309,6400000.0,79,203,1,1994.0,2006.0,2006,12.0,12.0,0.0,1
4085,115,26000000.0,102,235,4,2000.0,2009.0,2013,9.0,13.0,4.0,1
4097,29,19400000.0,135,561,2,2002.0,2005.0,2007,3.0,5.0,2.0,0
4109,289,29449981.0,6,299,2,2002.0,2007.0,2009,5.0,7.0,2.0,1
4118,289,4025000.0,17,79,4,2007.0,2009.0,2010,2.0,3.0,1.0,0
4140,137,530000.0,17,74,2,2010.0,2010.0,2011,0.0,1.0,1.0,0
4155,210,21000000.0,131,580,1,2003.0,2006.0,2006,3.0,3.0,0.0,0
4156,210,15000000.0,131,413,1,2005.0,2008.0,2008,3.0,3.0,0.0,1
4157,210,15000297.0,140,593,2,2004.0,2007.0,2009,3.0,5.0,2.0,1
4158,29,9715488.0,116,156,3,2000.0,2011.0,2012,11.0,12.0,1.0,0
4167,210,80000000.0,131,624,2,2005.0,2006.0,2008,1.0,3.0,2.0,0
4173,363,27149948.0,38,76,5,0.0,2006.0,2011,0.0,0.0,5.0,0
4177,350,28100000.0,17,0,6,2008.0,2007.0,2012,-1.0,4.0,5.0,1
4182,226,300000.0,116,308,1,2005.0,2009.0,2009,4.0,4.0,0.0,0
4190,289,11999999.0,131,580,3,2002.0,2006.0,2009,4.0,7.0,3.0,1
4207,224,7500000.0,131,573,2,2005.0,2005.0,2006,0.0,1.0,1.0,1
4210,137,7350000.0,104,449,2,2005.0,2006.0,2008,1.0,3.0,2.0,0
4222,309,10000000.0,131,624,1,0.0,2009.0,2009,0.0,0.0,0.0,0
4225,373,1500000.0,104,449,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
4231,203,6250000.0,104,449,3,0.0,2009.0,2010,0.0,0.0,1.0,1
4258,148,6500000.0,131,580,1,1999.0,2007.0,2007,8.0,8.0,0.0,1
4267,137,145000.0,38,76,1,2009.0,2009.0,2009,0.0,0.0,0.0,1
4278,1,1315000.0,131,569,3,2008.0,2008.0,2011,0.0,3.0,3.0,1
4284,29,28561000.0,86,50,4,1998.0,2010.0,2014,12.0,16.0,4.0,0
4296,363,0.0,79,583,2,2005.0,2006.0,2007,1.0,2.0,1.0,0
4321,286,7813005.0,6,10,1,1997.0,2009.0,2009,12.0,12.0,0.0,1
4338,145,100000.0,120,512,1,2007.0,2009.0,2009,2.0,2.0,0.0,0
4365,210,375000.0,137,567,3,2007.0,2009.0,2010,2.0,3.0,1.0,1
4388,244,0.0,61,288,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
4394,68,3550002.0,104,449,3,2008.0,2008.0,2010,0.0,2.0,2.0,1
4438,242,7000000.0,131,432,1,2013.0,2014.0,2014,1.0,1.0,0.0,0
4449,146,15000000.0,131,624,1,2003.0,2010.0,2010,7.0,7.0,0.0,1
4450,192,280000.0,99,603,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
4467,137,1200000.0,131,242,2,2010.0,2011.0,2012,1.0,2.0,1.0,1
4475,129,43500000.0,131,569,3,2010.0,2011.0,2013,1.0,3.0,2.0,1
4486,1,0.0,79,362,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
4509,146,31200000.0,131,570,2,2005.0,2010.0,2013,5.0,8.0,3.0,1
4535,1,10000000.0,104,449,1,2004.0,2008.0,2008,4.0,4.0,0.0,1
4545,198,700000.0,131,242,1,0.0,2013.0,2013,0.0,0.0,0.0,1
4564,12,0.0,112,485,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
4606,144,500000000.0,79,583,1,2006.0,2013.0,2013,7.0,7.0,0.0,1
4627,305,15000000.0,131,569,1,2005.0,2006.0,2006,1.0,1.0,0.0,1
4629,289,69600000.0,131,580,3,2003.0,2005.0,2009,2.0,6.0,4.0,1
4681,346,3250000.0,104,449,2,2009.0,2008.0,2010,-1.0,1.0,2.0,0
4683,309,2540000.0,131,504,1,0.0,2006.0,2006,0.0,0.0,0.0,0
4689,79,6500000.0,104,449,1,2006.0,2012.0,2012,6.0,6.0,0.0,1
4691,309,355000.0,131,624,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
4695,367,500000.0,104,449,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
4754,79,7000000.0,104,449,1,2008.0,2005.0,2005,-3.0,-3.0,0.0,1
4812,301,225000.0,61,288,2,2007.0,2011.0,2011,4.0,4.0,0.0,0
4817,29,4259323.0,161,697,2,0.0,2012.0,2013,0.0,0.0,1.0,1
4827,312,1200000.0,131,569,1,2000.0,2007.0,2007,7.0,7.0,0.0,1
4832,210,12000000.0,131,486,2,2004.0,2006.0,2007,2.0,3.0,1.0,0
4834,210,0.0,131,101,3,2001.0,2001.0,2004,0.0,3.0,3.0,1
4835,220,20250000.0,131,580,3,2001.0,2002.0,2007,1.0,6.0,5.0,1
4871,79,3450000.0,38,177,1,2005.0,2007.0,2007,2.0,2.0,0.0,1
4873,226,38930000.0,79,164,2,2000.0,2008.0,2010,8.0,10.0,2.0,1
4878,309,4200000.0,104,449,4,2011.0,2011.0,2012,0.0,1.0,1.0,1
4888,314,10000.0,104,706,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
4910,47,925000000.0,131,486,6,2007.0,2007.0,2012,0.0,5.0,5.0,1
4943,363,10000000.0,131,432,1,1999.0,2005.0,2005,6.0,6.0,0.0,1
4945,73,100000.0,79,362,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
4946,301,1200000.0,140,593,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
4960,210,87000000.0,104,449,2,0.0,2010.0,2011,0.0,0.0,1.0,0
4967,286,0.0,137,107,1,1985.0,2012.0,2012,27.0,27.0,0.0,1
4990,210,15515000.0,131,569,2,2012.0,2013.0,2013,1.0,1.0,0.0,0
4997,79,250000.0,110,320,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
4999,102,6700000.0,17,99,3,2003.0,2010.0,2013,7.0,10.0,3.0,0
5003,79,0.0,11,38,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
5018,137,95244796.0,140,593,2,2002.0,2008.0,2012,6.0,10.0,4.0,1
5019,350,3400000.0,79,679,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
5024,346,4715359.0,131,569,5,2008.0,2011.0,2013,3.0,5.0,2.0,0
5029,137,150023.0,11,38,1,0.0,2009.0,2009,0.0,0.0,0.0,1
5031,117,10600000.0,79,608,2,2008.0,2007.0,2009,-1.0,1.0,2.0,1
5048,286,8400000.0,131,208,1,1997.0,2005.0,2005,8.0,8.0,0.0,1
5049,145,20750000.0,131,530,3,2006.0,2006.0,2009,0.0,3.0,3.0,1
5053,309,0.0,30,174,1,1999.0,2012.0,2012,13.0,13.0,0.0,1
5060,286,518000.0,105,527,2,2003.0,2009.0,2010,6.0,7.0,1.0,0
5061,235,0.0,17,99,1,2006.0,2007.0,2007,1.0,1.0,0.0,1
5062,312,0.0,153,669,1,2001.0,2014.0,2014,13.0,13.0,0.0,0
5063,224,8000000.0,131,569,2,0.0,2008.0,2009,0.0,0.0,1.0,1
5088,241,100000000.0,13,368,3,2000.0,2006.0,2007,6.0,7.0,1.0,1
5089,102,2428201.0,140,593,3,0.0,2011.0,2014,0.0,0.0,3.0,0
5100,34,500000.0,91,406,1,2007.0,2010.0,2010,3.0,3.0,0.0,0
5113,294,0.0,131,624,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
5131,326,38805883.0,43,304,6,2000.0,2005.0,2014,5.0,14.0,9.0,1
5197,29,7410000.0,104,449,1,1996.0,2007.0,2007,11.0,11.0,0.0,0
5199,29,70000000.0,135,561,2,1990.0,2012.0,2013,22.0,23.0,1.0,1
5200,29,7300000.0,9,187,2,2000.0,2006.0,2008,6.0,8.0,2.0,0
5213,29,3185000.0,116,134,1,0.0,2014.0,2014,0.0,0.0,0.0,0
5220,29,172264126.0,123,497,8,1997.0,2005.0,2011,8.0,14.0,6.0,0
5248,29,0.0,135,561,1,0.0,2007.0,2007,0.0,0.0,0.0,0
5268,47,5000000.0,112,682,1,2011.0,2014.0,2014,3.0,3.0,0.0,0
5310,29,10000000.0,131,610,1,2000.0,2007.0,2007,7.0,7.0,0.0,1
5326,29,3978000.0,87,372,4,2002.0,2007.0,2011,5.0,9.0,4.0,1
5340,29,13313329.0,17,701,1,0.0,2009.0,2009,0.0,0.0,0.0,1
5358,148,73000000.0,131,87,4,2002.0,2004.0,2009,2.0,7.0,5.0,1
5360,363,167500000.0,9,34,2,1996.0,2011.0,2012,15.0,16.0,1.0,0
5379,29,4128000.0,91,405,2,2012.0,2013.0,2014,1.0,2.0,1.0,0
5392,286,5250000.0,118,499,2,0.0,2005.0,2009,0.0,0.0,4.0,1
5407,50,209999.0,131,486,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
5412,210,0.0,131,486,2,2000.0,2005.0,2006,5.0,6.0,1.0,1
5421,282,8900000.0,79,583,2,2012.0,2013.0,2014,1.0,2.0,1.0,0
5422,145,130000.0,58,106,1,2004.0,2007.0,2007,3.0,3.0,0.0,1
5433,79,13300000.0,131,432,2,2002.0,2003.0,2004,1.0,2.0,1.0,0
5454,217,6333407.0,131,624,2,2010.0,2011.0,2013,1.0,3.0,2.0,1
5463,8,13800000.0,131,530,2,0.0,2007.0,2008,0.0,0.0,1.0,1
5464,79,0.0,17,88,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
5465,208,8000000.0,131,573,1,2003.0,2009.0,2009,6.0,6.0,0.0,1
5475,346,345000.0,11,38,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
5478,301,250000.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
5481,3,0.0,131,569,1,2008.0,2007.0,2007,-1.0,-1.0,0.0,0
5483,1,28500000.0,131,569,4,2008.0,2008.0,2013,0.0,5.0,5.0,1
5524,288,28200000.0,11,38,3,2005.0,2007.0,2012,2.0,7.0,5.0,1
5528,279,2700000.0,104,449,9,0.0,2010.0,2012,0.0,0.0,2.0,0
5544,8,2500000.0,11,38,2,2010.0,2010.0,2011,0.0,1.0,1.0,1
5551,316,28000000.0,17,0,3,2006.0,2006.0,2009,0.0,3.0,3.0,1
5554,137,5926462.0,140,52,2,2004.0,2009.0,2009,5.0,5.0,0.0,0
5555,49,10000000.0,131,580,1,2006.0,2009.0,2009,3.0,3.0,0.0,1
5556,168,7000000.0,61,288,1,0.0,2005.0,2005,0.0,0.0,0.0,1
5560,364,0.0,79,362,1,2011.0,2013.0,2013,2.0,2.0,0.0,1
5566,146,0.0,40,23,1,2006.0,2012.0,2012,6.0,6.0,0.0,0
5606,302,6600000.0,104,449,5,2008.0,2010.0,2012,2.0,4.0,2.0,1
5608,363,27300000.0,104,449,7,2005.0,2006.0,2012,1.0,7.0,6.0,1
5612,210,12931223.0,131,569,2,2007.0,2010.0,2010,3.0,3.0,0.0,0
5623,79,500000.0,79,583,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
5624,192,1000000.0,131,569,1,0.0,2010.0,2010,0.0,0.0,0.0,1
5639,31,15500000.0,131,53,3,2005.0,2007.0,2009,2.0,4.0,2.0,1
5642,210,0.0,137,202,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
5655,146,5000000.0,93,416,2,2009.0,2010.0,2010,1.0,1.0,0.0,0
5666,130,51050000.0,131,569,4,2010.0,2009.0,2011,-1.0,1.0,2.0,1
5678,117,50000000.0,131,588,1,0.0,2007.0,2007,0.0,0.0,0.0,0
5693,226,1310000.0,131,569,1,2006.0,2010.0,2010,4.0,4.0,0.0,0
5713,363,13400000.0,131,166,1,2002.0,2005.0,2005,3.0,3.0,0.0,1
5715,309,8605192.0,60,286,4,2006.0,2006.0,2010,0.0,4.0,4.0,0
5744,264,4000000.0,131,432,1,2002.0,2005.0,2005,3.0,3.0,0.0,0
5748,363,221000000.0,131,570,7,1998.0,1998.0,2010,0.0,12.0,12.0,1
5757,162,0.0,140,593,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
5766,284,20350000.0,17,99,4,2008.0,2008.0,2012,0.0,4.0,4.0,1
5772,1,50100000.0,131,166,4,2007.0,2008.0,2012,1.0,5.0,4.0,1
5773,79,1500000.0,91,405,1,2012.0,2013.0,2013,1.0,1.0,0.0,1
5779,1,11500000.0,131,570,1,2004.0,2005.0,2005,1.0,1.0,0.0,1
5788,115,23400000.0,17,636,2,2005.0,2005.0,2006,0.0,1.0,1.0,1
5791,76,0.0,30,436,1,2003.0,2013.0,2013,10.0,10.0,0.0,0
5801,210,6000000.0,131,573,1,1990.0,2007.0,2007,17.0,17.0,0.0,0
5803,79,15000000.0,131,573,2,0.0,2007.0,2008,0.0,0.0,1.0,1
5813,210,27028546.0,17,95,3,1999.0,2005.0,2010,6.0,11.0,5.0,1
5816,309,10000000.0,131,569,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
5818,102,3164047.0,93,198,3,2002.0,2011.0,2013,9.0,11.0,2.0,1
5842,79,59000.0,11,38,2,2010.0,2011.0,2011,1.0,1.0,0.0,0
5857,346,16000000.0,17,79,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
5861,301,5000000.0,131,569,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
5891,35,3400000.0,117,634,2,2010.0,2013.0,2014,3.0,4.0,1.0,0
5899,148,17750000.0,118,499,4,1999.0,2003.0,2012,4.0,13.0,9.0,1
5928,81,11000000.0,67,537,3,2003.0,2005.0,2014,2.0,11.0,9.0,0
5949,185,2350000.0,131,569,2,0.0,2012.0,2012,0.0,0.0,0.0,1
5982,79,500000.0,131,569,1,2007.0,2009.0,2009,2.0,2.0,0.0,1
5984,79,100000.0,79,679,1,0.0,2007.0,2007,0.0,0.0,0.0,0
6007,88,350000.0,22,367,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
6025,49,4900000.0,116,57,2,2000.0,2002.0,2008,2.0,8.0,6.0,1
6039,349,10000000.0,104,449,1,2001.0,2005.0,2005,4.0,4.0,0.0,1
6041,154,1500000.0,131,432,1,0.0,2007.0,2007,0.0,0.0,0.0,1
6078,128,0.0,104,449,1,2013.0,2014.0,2014,1.0,1.0,0.0,0
6085,29,2000000.0,17,99,1,2007.0,2010.0,2010,3.0,3.0,0.0,1
6090,309,457048.0,17,74,1,2004.0,2014.0,2014,10.0,10.0,0.0,0
6145,79,0.0,22,367,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
6160,9,13514000.0,13,152,4,2005.0,2009.0,2012,4.0,7.0,3.0,1
6170,370,81299969.0,118,594,6,2004.0,2007.0,2012,3.0,8.0,5.0,1
6185,301,0.0,104,449,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
6219,0,69000000.0,30,139,2,2007.0,2011.0,2012,4.0,5.0,1.0,1
6225,208,2000000.0,104,449,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
6230,224,49000000.0,131,569,3,2010.0,2010.0,2012,0.0,2.0,2.0,1
6246,171,4380000.0,109,578,2,2009.0,2014.0,2014,5.0,5.0,0.0,0
6268,294,0.0,131,486,1,2007.0,2007.0,2007,0.0,0.0,0.0,1
6290,286,31000000.0,137,107,4,2004.0,2006.0,2009,2.0,5.0,3.0,1
6291,1,3500000.0,131,569,3,2011.0,2011.0,2012,0.0,1.0,1.0,1
6297,286,20000000.0,11,38,2,2005.0,2007.0,2010,2.0,5.0,3.0,1
6303,214,17363449.0,131,569,4,2011.0,2011.0,2013,0.0,2.0,2.0,0
6363,146,35301007.0,93,506,5,2005.0,2007.0,2011,2.0,6.0,4.0,1
6364,309,13000000.0,30,139,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
6365,309,6500000.0,131,531,1,2000.0,2006.0,2006,6.0,6.0,0.0,1
6388,126,50000.0,104,378,1,0.0,2013.0,2013,0.0,0.0,0.0,0
6389,79,20000000.0,131,569,2,2011.0,2012.0,2013,1.0,2.0,1.0,1
6396,50,0.0,159,28,1,2010.0,2013.0,2013,3.0,3.0,0.0,1
6410,126,2094920.0,131,94,4,2007.0,2007.0,2009,0.0,2.0,2.0,1
6415,79,950000.0,38,177,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
6418,362,850000.0,137,107,2,2006.0,2007.0,2008,1.0,2.0,1.0,0
6419,1,40242738.0,131,569,6,2006.0,2006.0,2014,0.0,8.0,8.0,1
6421,364,0.0,131,486,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
6424,368,283000000.0,91,405,1,1997.0,2007.0,2007,10.0,10.0,0.0,1
6430,309,14000000.0,110,329,1,2002.0,2007.0,2007,5.0,5.0,0.0,1
6439,137,4340000.0,131,569,3,2008.0,2008.0,2010,0.0,2.0,2.0,1
6464,145,20000000.0,30,346,1,1999.0,2005.0,2005,6.0,6.0,0.0,1
6468,219,0.0,36,167,1,1995.0,1998.0,1998,3.0,3.0,0.0,1
6471,240,2574556.0,104,89,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
6472,124,2700000.0,131,573,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
6476,309,27000000.0,131,580,3,2000.0,2005.0,2007,5.0,7.0,2.0,1
6481,264,2154000.0,131,570,3,2006.0,2009.0,2010,3.0,4.0,1.0,1
6499,284,400000.0,38,177,1,2002.0,2006.0,2006,4.0,4.0,0.0,0
6512,222,51000000.0,30,139,1,1996.0,2014.0,2014,18.0,18.0,0.0,1
6533,79,0.0,131,569,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
6541,115,1400000.0,153,669,1,0.0,2013.0,2013,0.0,0.0,0.0,1
6542,210,7240000.0,140,593,4,2007.0,2010.0,2011,3.0,4.0,1.0,0
6562,1,125000.0,118,499,2,2009.0,2008.0,2010,-1.0,1.0,2.0,0
6569,102,1000000.0,131,432,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
6585,309,6000000.0,11,38,1,2001.0,2005.0,2005,4.0,4.0,0.0,1
6621,102,240000.0,78,686,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
6625,210,19900000.0,131,432,3,2008.0,2009.0,2011,1.0,3.0,2.0,1
6630,79,0.0,104,449,1,2009.0,2009.0,2009,0.0,0.0,0.0,1
6632,79,450000.0,59,475,2,2011.0,2011.0,2011,0.0,0.0,0.0,0
6644,1,550000.0,131,486,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
6647,102,1200000.0,131,569,1,0.0,2012.0,2012,0.0,0.0,0.0,1
6651,49,1500000.0,116,181,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
6655,1,0.0,104,449,1,1995.0,2000.0,2000,5.0,5.0,0.0,0
6658,1,7300000.0,79,583,2,2009.0,2010.0,2011,1.0,2.0,1.0,1
6671,128,5000000.0,131,569,1,2002.0,2014.0,2014,12.0,12.0,0.0,0
6674,309,4000000.0,131,569,1,1985.0,2005.0,2005,20.0,20.0,0.0,1
6728,1,24030000.0,131,486,3,2008.0,2008.0,2012,0.0,4.0,4.0,1
6729,102,700000.0,131,486,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
6730,202,450000.0,123,189,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
6734,142,36962500.0,104,449,6,2009.0,2009.0,2011,0.0,2.0,2.0,1
6742,79,1200000.0,79,385,1,2006.0,2006.0,2006,0.0,0.0,0.0,0
6750,331,0.0,104,449,1,0.0,2006.0,2006,0.0,0.0,0.0,1
6768,210,12000000.0,38,177,2,2007.0,2007.0,2007,0.0,0.0,0.0,0
6774,126,10000000.0,17,701,2,1999.0,2008.0,2010,9.0,11.0,2.0,1
6779,266,1000000.0,131,569,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
6786,96,0.0,131,569,1,2004.0,2008.0,2008,4.0,4.0,0.0,0
6789,301,14500000.0,17,74,2,2001.0,2004.0,2006,3.0,5.0,2.0,1
6791,126,15000000.0,61,288,1,0.0,2010.0,2010,0.0,0.0,0.0,0
6797,215,2000000.0,30,139,1,1998.0,2011.0,2011,13.0,13.0,0.0,1
6800,145,10000000.0,131,570,1,2004.0,2009.0,2009,5.0,5.0,0.0,0
6813,137,3000000.0,79,97,1,0.0,2008.0,2008,0.0,0.0,0.0,0
6823,29,64016800.0,131,570,6,0.0,2009.0,2012,0.0,0.0,3.0,0
6829,210,0.0,131,569,1,0.0,2011.0,2011,0.0,0.0,0.0,1
6841,145,9856183.0,11,38,2,2010.0,2011.0,2012,1.0,2.0,1.0,1
6852,309,19307221.0,105,108,1,0.0,2009.0,2009,0.0,0.0,0.0,1
6877,126,0.0,131,569,3,2006.0,2006.0,2009,0.0,3.0,3.0,1
6879,185,1000000.0,30,139,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
6888,146,59463635.0,137,321,10,2006.0,2007.0,2014,1.0,8.0,7.0,0
6899,29,19800000.0,131,530,4,2004.0,2009.0,2011,5.0,7.0,2.0,1
6906,105,3000000.0,79,623,1,2009.0,2011.0,2011,2.0,2.0,0.0,0
6907,29,1950000.0,6,299,2,2005.0,2009.0,2012,4.0,7.0,3.0,1
